subject_id,experiment_name,hotspot_idx,current_hotspot_idx,realization_id,sequence_idx,score_type,sequence_length,score
33764.44,RANDOM,9712,5416,89250,0,nrmsd_norm,5,0.49223051538442214
33764.44,RANDOM,9712,2535,89250,0,nrmsd_norm,6,0.42173086925826253
33764.44,RANDOM,9712,8496,89250,0,nrmsd_norm,7,0.4971746916523559
33764.44,RANDOM,9712,8496,89250,0,nrmsd_norm,8,0.445676528743355
33764.44,RANDOM,9712,8496,89250,0,nrmsd_norm,9,0.3992598637318739
33764.44,RANDOM,9712,9719,89250,0,nrmsd_norm,10,0.38285318680198593
33764.44,RANDOM,9712,9719,89250,0,nrmsd_norm,11,0.37924941583195215
33764.44,RANDOM,9712,9719,89250,0,nrmsd_norm,12,0.3513262498834635
33764.44,RANDOM,9712,9719,89250,0,nrmsd_norm,13,0.33927152337920763
33764.44,RANDOM,9712,9719,89250,0,nrmsd_norm,14,0.32412087068813294
33764.44,RANDOM,9712,6339,89250,0,nrmsd_norm,15,0.3015739968921895
33764.44,RANDOM,9712,6339,89250,0,nrmsd_norm,16,0.304211800427131
33764.44,RANDOM,9712,9031,89250,0,nrmsd_norm,17,0.30231597245354813
33764.44,RANDOM,9712,9031,89250,0,nrmsd_norm,18,0.3114721163053167
33764.44,RANDOM,9712,12364,89250,0,nrmsd_norm,19,0.31634902734548637
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,20,0.32657833046923185
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,22,0.33810891335905874
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,24,0.31640839037475404
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,26,0.36227624160654687
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,28,0.36097557354628307
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,30,0.35235739481259853
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,32,0.3694159021337365
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,34,0.3637276909728495
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,36,0.34967342183212763
33764.44,RANDOM,9712,4804,89250,0,nrmsd_norm,38,0.35291010517580246
33764.44,RANDOM,9712,9409,89250,0,nrmsd_norm,40,0.35457919346428807
